t,V
0.0,0.0
0.001002004008016032,0.049850033650299386
0.002004008016032064,0.09920306212961194
0.0030060120240480957,0.1480640405828365
0.004008016032064128,0.19643787475204566
0.00501002004008016,0.24432942146902892
0.0060120240480961915,0.29174348914293047
0.007014028056112224,0.3386848382430241
0.008016032064128256,0.3851581817766714
0.009018036072144287,0.4311681857625199
0.01002004008016032,0.4767194696989796
0.011022044088176352,0.52181660702803
0.012024048096192383,0.5664641255944031
0.013026052104208416,0.6106665081001894
0.014028056112224447,0.6544281925549078
0.01503006012024048,0.6977535727210943
0.01603206412825651,0.7406469985554409
0.017034068136272545,0.7831127766455442
0.018036072144288574,0.8251551706422916
0.019038076152304607,0.8667784016879437
0.02004008016032064,0.9079866488399441
0.02104208416833667,0.9487840494905053
0.022044088176352703,0.9891746997820111
0.023046092184368736,1.029162655018279
0.024048096192384766,1.0687519300717203
0.0250501002004008,1.1079464997864403
0.026052104208416832,1.1467502993773226
0.027054108216432865,1.1851672248251321
0.028056112224448895,1.2232011332676784
0.029058116232464928,1.2608558433870827
0.03006012024048096,1.2981351357931774
0.03106212424849699,1.3350427534030918
0.03206412825651302,1.3715824018170446
0.033066132264529056,1.407757749690397
0.03406813627254509,1.4435724291019891
0.03507014028056112,1.4790300359188135
0.03607214428857715,1.5141341301570415
0.03707414829659318,1.5488882363394625
0.038076152304609215,1.5832958438493465
0.03907815631262525,1.6173604072807923
0.04008016032064128,1.6510853467855702
0.041082164328657314,1.6844740484165144
0.04208416833667334,1.7175298644674903
0.04308617234468937,1.7502561138099697
0.044088176352705406,1.7826560822262554
0.04509018036072144,1.814733022739377
0.04609218436873747,1.8464901559397036
0.047094188376753505,1.8779306703082947
0.04809619238476953,1.9090577225370349
0.049098196392785565,1.9398744378455675
0.0501002004008016,1.9703839102950753
0.05110220440881763,2.000589203098931
0.052104208416833664,2.0304933489302495
0.0531062124248497,2.0600993502263725
0.05410821643286573,2.0894101794903235
0.055110220440881756,2.118428779589249
0.05611222444889779,2.1471580640498904
0.05711422845691382,2.1756009173511104
0.058116232464929855,2.203760195213495
0.05911823647294589,2.2316387248860776
0.06012024048096192,2.2592393054302007
0.06112224448897795,2.286564708000545
0.06212424849699398,2.3136176761233624
0.06312625250501001,2.3404009259719265
0.06412825651302605,2.3669171466392473
0.06513026052104208,2.3931690004080592
0.06613226452905811,2.4191591230181198
0.06713426853707415,2.444890123930843
0.06813627254509018,2.4703645865912955
0.06913827655310621,2.495585068687578
0.07014028056112225,2.5205541024076252
0.07114228456913826,2.5452741946934405
0.0721442885771543,2.5697478274927987
0.07314629258517033,2.5939774580084385
0.07414829659318636,2.6179655189447706
0.0751503006012024,2.6417144187521258
0.07615230460921843,2.6652265418685706
0.07715430861723446,2.6885042489593056
0.0781563126252505,2.711549877153687
0.07915831663326653,2.734365740279871
0.08016032064128256,2.756954129097135
0.0811623246492986,2.77931731152587
0.08216432865731463,2.8014575328752844
0.08316633266533066,2.8233770160688403
0.08416833667334668,2.845077961867437
0.08517034068136271,2.8665625490903732
0.08617234468937875,2.8878329348341043
0.08717434869739478,2.908891254688819
0.08817635270541081,2.9297396229528583
0.08917835671342685,2.9503801328449955
0.09018036072144288,2.970814856714595
0.09118236472945891,2.991045846249688
0.09218436873747494,3.011075132682961
0.09318637274549098,3.0309047269956952
0.09418837675350701,3.050536620119677
0.09519038076152304,3.0699727831370893
0.09619238476953906,3.0892151674784114
